ID,档位,类型,主题,需明确同意,来源,题目
v9-d4-1969,成人刺激,大冒险,情境设计,否,v9-expansion,把身边一个普通物品包装成“决定分手前的最后谈话”约会中的座位距离。
v9-d4-1970,成人刺激,大冒险,深夜节目,否,v9-expansion,以匿名听众身份，用一句话咨询“怎样处理吃醋”。
v9-d4-1971,成人刺激,大冒险,成人安全挑战,否,v9-expansion,说出一种不使用身体接触也能制造暧昧氛围的方法。
v9-d4-1972,成人刺激,大冒险,互动挑战,是,v9-expansion,与一位自愿玩家各说一句“理想约会必须有好吃的东西”，看是否一致。
v9-d4-1973,成人刺激,大冒险,同意表达,否,v9-expansion,演示一次对一起过夜说“不”，同时保持尊重和清晰。
v9-d4-1974,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“完全坦白”做一次十五秒成年人约会立场陈述。
v9-d4-1975,成人刺激,大冒险,暧昧台词,否,v9-expansion,用深夜电台语气说一句“我想再了解你一点”。
v9-d4-1976,成人刺激,大冒险,自信展示,否,v9-expansion,摆出一个适合海边夜晚的自信姿势，保持五秒。
v9-d4-1977,成人刺激,大冒险,约会表演,否,v9-expansion,表演十五秒“暧昧关系摊牌”的约会场景，不发生身体接触。
v9-d4-1978,成人刺激,大冒险,物品演绎,否,v9-expansion,用纸杯和另一只抱枕摆出一张成人爱情电影海报。
v9-d4-1979,成人刺激,大冒险,情境设计,否,v9-expansion,为虚构情侣的“关系修复”安排一个尊重边界的穿搭主题。
v9-d4-1980,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“怎样处理吃醋”的深夜播客设计标题和开场白。
v9-d4-1981,成人刺激,大冒险,互动挑战,是,v9-expansion,请一位自愿玩家与你保持三秒眼神交流，任何一方可随时停止。
v9-d4-1982,成人刺激,大冒险,同意表达,否,v9-expansion,演示一次对角色扮演说“不”，同时保持尊重和清晰。
v9-d4-1983,成人刺激,大冒险,立场快答,否,v9-expansion,在“慢热”和“迅速升温”之间选择一个，并用十秒说明理由。
v9-d4-1984,成人刺激,大冒险,暧昧台词,否,v9-expansion,把“今晚很高兴见到你”改成一句嘴硬心软式台词。
v9-d4-1985,成人刺激,大冒险,自信展示,否,v9-expansion,为自己设计一句正式晚宴风格的成人约会个人简介。
v9-d4-1986,成人刺激,大冒险,约会表演,否,v9-expansion,表演十五秒“酒店大堂偶遇”的约会场景，不发生身体接触。
v9-d4-1987,成人刺激,大冒险,物品演绎,否,v9-expansion,用手机和鞋子摆出一张成人爱情电影海报。
v9-d4-1988,成人刺激,大冒险,情境设计,否,v9-expansion,在十秒内为“关系修复”挑选最合适的灯光。
v9-d4-1989,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“如何保持长期吸引力”的深夜播客设计标题和开场白。
v9-d4-1990,成人刺激,大冒险,互动挑战,是,v9-expansion,请一位自愿玩家和你完成十秒“成年人舞会初见”无接触对话。
v9-d4-1991,成人刺激,大冒险,同意表达,否,v9-expansion,模拟对方拒绝使用情侣昵称后，你怎样成熟回应。
v9-d4-1992,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“及时结束”做一次十五秒成年人约会立场陈述。
v9-d4-1993,成人刺激,大冒险,暧昧台词,否,v9-expansion,用热烈直接语气说一句“我想再了解你一点”。
v9-d4-1994,成人刺激,大冒险,自信展示,否,v9-expansion,摆出一个适合复古酒吧的自信姿势，保持五秒。
v9-d4-1995,成人刺激,大冒险,约会表演,否,v9-expansion,用旁白介绍一场“决定结束暧昧前最后一次见面”主题的成年人约会。
v9-d4-1996,成人刺激,大冒险,物品演绎,否,v9-expansion,用餐巾纸和笔摆出一张成人爱情电影海报。
v9-d4-1997,成人刺激,大冒险,情境设计,否,v9-expansion,为虚构情侣的“异地见面”安排一个尊重边界的结束方式。
v9-d4-1998,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“如何自然询问同意”的深夜播客设计标题和开场白。
v9-d4-1999,成人刺激,大冒险,互动挑战,是,v9-expansion,与一位自愿玩家各说一句“理想约会必须有个人空间”，看是否一致。
v9-d4-2000,成人刺激,大冒险,同意表达,否,v9-expansion,用一句自然的话演示：在拥抱之前如何询问同意。
v9-d4-2001,成人刺激,大冒险,立场快答,否,v9-expansion,让大家投票决定你支持“家中约会”还是“外出约会”，然后为结果辩护。
v9-d4-2002,成人刺激,大冒险,暧昧台词,否,v9-expansion,用旅行邂逅语气说一句“我想再了解你一点”。
v9-d4-2003,成人刺激,大冒险,自信展示,否,v9-expansion,用三个词宣传你在海边夜晚场景中最有魅力的特点。
v9-d4-2004,成人刺激,大冒险,约会表演,否,v9-expansion,模拟一次“雨夜共享一把伞”，结尾必须主动确认对方是否舒适。
v9-d4-2005,成人刺激,大冒险,物品演绎,否,v9-expansion,让钥匙代表“主动”，镜子代表“克制”，演示一段十秒对话。
v9-d4-2006,成人刺激,大冒险,情境设计,否,v9-expansion,在十秒内为“朋友变恋人”挑选最合适的穿搭主题。
v9-d4-2007,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“成年人约会如何避免误会”的深夜播客设计标题和开场白。
v9-d4-2008,成人刺激,大冒险,互动挑战,是,v9-expansion,选一位自愿玩家，用一句不评价身体的方式称赞对方的声音。
v9-d4-2009,成人刺激,大冒险,同意表达,否,v9-expansion,用十秒解释为什么接吻需要双方明确确认。
v9-d4-2010,成人刺激,大冒险,立场快答,否,v9-expansion,在“立即解决争吵”和“先冷静”之间选择一个，并用十秒说明理由。
v9-d4-2011,成人刺激,大冒险,暧昧台词,否,v9-expansion,把“今晚很高兴见到你”改成一句电影旁白式台词。
v9-d4-2012,成人刺激,大冒险,自信展示,否,v9-expansion,完成十秒深夜电台封面主题走秀，不要求任何身体接触。
v9-d4-2013,成人刺激,大冒险,约会表演,否,v9-expansion,用旁白介绍一场“旅行中短暂心动”主题的成年人约会。
v9-d4-2014,成人刺激,大冒险,物品演绎,否,v9-expansion,让手机代表“主动”，镜子代表“克制”，演示一段十秒对话。
v9-d4-2015,成人刺激,大冒险,情境设计,否,v9-expansion,为一场“成年人第一次约会”约会设计灯光，并用一句话说明理由。
v9-d4-2016,成人刺激,大冒险,深夜节目,否,v9-expansion,假装你是成人关系节目主持人，用十五秒回答：“怎样讨论亲密频率？”
v9-d4-2017,成人刺激,大冒险,互动挑战,是,v9-expansion,请一位自愿玩家和你完成十秒“双方都在试探”无接触对话。
v9-d4-2018,成人刺激,大冒险,同意表达,否,v9-expansion,用十秒解释为什么交换定位需要双方明确确认。
v9-d4-2019,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“浪漫仪式”做一次十五秒成年人约会立场陈述。
v9-d4-2020,成人刺激,大冒险,暧昧台词,否,v9-expansion,用优雅绅士风格说一句不露骨的暧昧开场白。
v9-d4-2021,成人刺激,大冒险,自信展示,否,v9-expansion,完成十秒城市夜景主题走秀，不要求任何身体接触。
v9-d4-2022,成人刺激,大冒险,约会表演,否,v9-expansion,用旁白介绍一场“雨夜共享一把伞”主题的成年人约会。
v9-d4-2023,成人刺激,大冒险,物品演绎,否,v9-expansion,让手机代表“主动”，灯代表“克制”，演示一段十秒对话。
v9-d4-2024,成人刺激,大冒险,情境设计,否,v9-expansion,在十秒内为“旅行中的短暂浪漫”挑选最合适的回家安排。
v9-d4-2025,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“如何保护私密内容”的深夜播客设计标题和开场白。
v9-d4-2026,成人刺激,大冒险,互动挑战,是,v9-expansion,与一位自愿玩家各说一句“理想约会必须有明确边界”，看是否一致。
v9-d4-2027,成人刺激,大冒险,同意表达,否,v9-expansion,用一句自然的话演示：在查看手机之前如何询问同意。
v9-d4-2028,成人刺激,大冒险,立场快答,否,v9-expansion,用一句话回答：“共同社交圈是否比各自朋友圈更重要？”
v9-d4-2029,成人刺激,大冒险,暧昧台词,否,v9-expansion,为虚构角色设计一句神秘悬疑风格的约会邀请。
v9-d4-2030,成人刺激,大冒险,自信展示,否,v9-expansion,完成十秒私人影院主题走秀，不要求任何身体接触。
v9-d4-2031,成人刺激,大冒险,约会表演,否,v9-expansion,用旁白介绍一场“约会后送对方回家”主题的成年人约会。
v9-d4-2032,成人刺激,大冒险,物品演绎,否,v9-expansion,用书和鞋子摆出一张成人爱情电影海报。
v9-d4-2033,成人刺激,大冒险,情境设计,否,v9-expansion,为虚构情侣的“久别重逢”安排一个尊重边界的开场对白。
v9-d4-2034,成人刺激,大冒险,深夜节目,否,v9-expansion,用电台主播语气读出一条关于“什么时候适合确认关系”的安全提醒。
v9-d4-2035,成人刺激,大冒险,互动挑战,是,v9-expansion,选一位自愿玩家，用一句不评价身体的方式称赞对方的行动力。
v9-d4-2036,成人刺激,大冒险,同意表达,否,v9-expansion,模拟对方拒绝饮酒后的靠近后，你怎样成熟回应。
v9-d4-2037,成人刺激,大冒险,立场快答,否,v9-expansion,让大家投票决定你支持“经常报备”还是“保持独立”，然后为结果辩护。
v9-d4-2038,成人刺激,大冒险,暧昧台词,否,v9-expansion,用成熟克制语气说一句“我想再了解你一点”。
v9-d4-2039,成人刺激,大冒险,自信展示,否,v9-expansion,用三个词宣传你在复古酒吧场景中最有魅力的特点。
v9-d4-2040,成人刺激,大冒险,约会表演,否,v9-expansion,把“约会后送对方回家”演成一段十秒成人爱情电影预告。
v9-d4-2041,成人刺激,大冒险,物品演绎,否,v9-expansion,让外套代表“主动”，笔代表“克制”，演示一段十秒对话。
v9-d4-2042,成人刺激,大冒险,情境设计,否,v9-expansion,把身边一个普通物品包装成“成年人第一次约会”约会中的无酒精饮品。
v9-d4-2043,成人刺激,大冒险,深夜节目,否,v9-expansion,以匿名听众身份，用一句话咨询“怎么拒绝又不伤人”。
v9-d4-2044,成人刺激,大冒险,互动挑战,是,v9-expansion,请一位自愿玩家和你完成十秒“误会后的和解”无接触对话。
v9-d4-2045,成人刺激,大冒险,同意表达,否,v9-expansion,用十秒解释为什么角色扮演需要双方明确确认。
v9-d4-2046,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“共享密码”做一次十五秒成年人约会立场陈述。
v9-d4-2047,成人刺激,大冒险,暧昧台词,否,v9-expansion,用热烈直接风格说一句不露骨的暧昧开场白。
v9-d4-2048,成人刺激,大冒险,自信展示,否,v9-expansion,用三个词宣传你在深夜电台封面场景中最有魅力的特点。
v9-d4-2049,成人刺激,大冒险,约会表演,否,v9-expansion,把“共同完成高压工作后”演成一段十秒成人爱情电影预告。
v9-d4-2050,成人刺激,大冒险,物品演绎,否,v9-expansion,让纸杯代表“主动”，充电线代表“克制”，演示一段十秒对话。
v9-d4-2051,成人刺激,大冒险,情境设计,否,v9-expansion,为虚构情侣的“重新开始约会”安排一个尊重边界的穿搭主题。
v9-d4-2052,成人刺激,大冒险,深夜节目,否,v9-expansion,用电台主播语气读出一条关于“怎样讨论亲密频率”的安全提醒。
v9-d4-2053,成人刺激,大冒险,互动挑战,是,v9-expansion,请一位自愿玩家与你保持十秒眼神交流，任何一方可随时停止。
v9-d4-2054,成人刺激,大冒险,同意表达,否,v9-expansion,用一句自然的话演示：在交换定位之前如何询问同意。
v9-d4-2055,成人刺激,大冒险,立场快答,否,v9-expansion,用一句话回答：“主动告白是否比长期暧昧更重要？”
v9-d4-2056,成人刺激,大冒险,暧昧台词,否,v9-expansion,用成年人喜剧语气说一句“我想再了解你一点”。
v9-d4-2057,成人刺激,大冒险,自信展示,否,v9-expansion,完成十秒复古酒吧主题走秀，不要求任何身体接触。
v9-d4-2058,成人刺激,大冒险,约会表演,否,v9-expansion,模拟一次“共同完成高压工作后”，结尾必须主动确认对方是否舒适。
v9-d4-2059,成人刺激,大冒险,物品演绎,否,v9-expansion,用水瓶和桌面摆出一张成人爱情电影海报。
v9-d4-2060,成人刺激,大冒险,情境设计,否,v9-expansion,在十秒内为“关系修复”挑选最合适的隐私保障。
v9-d4-2061,成人刺激,大冒险,深夜节目,否,v9-expansion,以匿名听众身份，用一句话咨询“异地怎样维持亲密”。
v9-d4-2062,成人刺激,大冒险,互动挑战,是,v9-expansion,请一位自愿玩家和你完成十秒“异地重逢”无接触对话。
v9-d4-2063,成人刺激,大冒险,同意表达,否,v9-expansion,演示一次对接吻说“不”，同时保持尊重和清晰。
v9-d4-2064,成人刺激,大冒险,立场快答,否,v9-expansion,在“家中约会”和“外出约会”之间选择一个，并用十秒说明理由。
v9-d4-2065,成人刺激,大冒险,暧昧台词,否,v9-expansion,用嘴硬心软语气说一句“我想再了解你一点”。
v9-d4-2066,成人刺激,大冒险,自信展示,否,v9-expansion,摆出一个适合周末度假的自信姿势，保持五秒。
v9-d4-2067,成人刺激,大冒险,约会表演,否,v9-expansion,把“深夜散步告别”演成一段十秒成人爱情电影预告。
v9-d4-2068,成人刺激,大冒险,物品演绎,否,v9-expansion,让纸杯代表“主动”，椅子代表“克制”，演示一段十秒对话。
v9-d4-2069,成人刺激,大冒险,情境设计,否,v9-expansion,为一场“成年人第一次约会”约会设计回家安排，并用一句话说明理由。
v9-d4-2070,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“如何谈安全措施”的深夜播客设计标题和开场白。
v9-d4-2071,成人刺激,大冒险,互动挑战,是,v9-expansion,选一位自愿玩家，用一句不评价身体的方式称赞对方的边界感。
v9-d4-2072,成人刺激,大冒险,同意表达,否,v9-expansion,用一句自然的话演示：在角色扮演之前如何询问同意。
v9-d4-2073,成人刺激,大冒险,立场快答,否,v9-expansion,让大家投票决定你支持“主动告白”还是“长期暧昧”，然后为结果辩护。
v9-d4-2074,成人刺激,大冒险,暧昧台词,否,v9-expansion,把“今晚很高兴见到你”改成一句热烈直接式台词。
v9-d4-2075,成人刺激,大冒险,自信展示,否,v9-expansion,用三个词宣传你在周末度假场景中最有魅力的特点。
v9-d4-2076,成人刺激,大冒险,约会表演,否,v9-expansion,把“前任意外重逢”演成一段十秒成人爱情电影预告。
v9-d4-2077,成人刺激,大冒险,物品演绎,否,v9-expansion,用纸杯和笔摆出一张成人爱情电影海报。
v9-d4-2078,成人刺激,大冒险,情境设计,否,v9-expansion,为一场“重新开始约会”约会设计结束方式，并用一句话说明理由。
v9-d4-2079,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“怎样讨论亲密频率”的深夜播客设计标题和开场白。
v9-d4-2080,成人刺激,大冒险,互动挑战,是,v9-expansion,与一位自愿玩家各说一句“理想约会必须有安全感”，看是否一致。
v9-d4-2081,成人刺激,大冒险,同意表达,否,v9-expansion,模拟对方拒绝拍摄私人照片后，你怎样成熟回应。
v9-d4-2082,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“先做朋友”做一次十五秒成年人约会立场陈述。
v9-d4-2083,成人刺激,大冒险,暧昧台词,否,v9-expansion,用职场精英语气说一句“我想再了解你一点”。
v9-d4-2084,成人刺激,大冒险,自信展示,否,v9-expansion,完成十秒海边夜晚主题走秀，不要求任何身体接触。
v9-d4-2085,成人刺激,大冒险,约会表演,否,v9-expansion,用旁白介绍一场“第一次单独喝咖啡”主题的成年人约会。
v9-d4-2086,成人刺激,大冒险,物品演绎,否,v9-expansion,把餐巾纸包装成一件约会礼物，用一句暧昧但不露骨的广告语介绍。
v9-d4-2087,成人刺激,大冒险,情境设计,否,v9-expansion,为虚构情侣的“成年人第一次约会”安排一个尊重边界的隐私保障。
v9-d4-2088,成人刺激,大冒险,深夜节目,否,v9-expansion,假装你是成人关系节目主持人，用十五秒回答：“如何保持长期吸引力？”
v9-d4-2089,成人刺激,大冒险,互动挑战,是,v9-expansion,选一位自愿玩家，用一句不评价身体的方式称赞对方的幽默感。
v9-d4-2090,成人刺激,大冒险,同意表达,否,v9-expansion,用一句自然的话演示：在一起过夜之前如何询问同意。
v9-d4-2091,成人刺激,大冒险,立场快答,否,v9-expansion,在“提前计划”和“临时起意”之间选择一个，并用十秒说明理由。
v9-d4-2092,成人刺激,大冒险,暧昧台词,否,v9-expansion,用嘴硬心软风格说一句不露骨的暧昧开场白。
v9-d4-2093,成人刺激,大冒险,自信展示,否,v9-expansion,为自己设计一句周末度假风格的成人约会个人简介。
v9-d4-2094,成人刺激,大冒险,约会表演,否,v9-expansion,把“正式晚餐后续摊”演成一段十秒成人爱情电影预告。
v9-d4-2095,成人刺激,大冒险,物品演绎,否,v9-expansion,让书代表“主动”，纸盒代表“克制”，演示一段十秒对话。
v9-d4-2096,成人刺激,大冒险,情境设计,否,v9-expansion,为一场“久别重逢”约会设计手机规则，并用一句话说明理由。
v9-d4-2097,成人刺激,大冒险,深夜节目,否,v9-expansion,假装你是成人关系节目主持人，用十五秒回答：“如何自然询问同意？”
v9-d4-2098,成人刺激,大冒险,互动挑战,是,v9-expansion,选一位自愿玩家，用一句不评价身体的方式称赞对方的专注力。
v9-d4-2099,成人刺激,大冒险,同意表达,否,v9-expansion,演示一次对拍合照说“不”，同时保持尊重和清晰。
v9-d4-2100,成人刺激,大冒险,立场快答,否,v9-expansion,在“先做朋友”和“直接约会”之间选择一个，并用十秒说明理由。
v9-d4-2101,成人刺激,大冒险,暧昧台词,否,v9-expansion,用职场精英风格说一句不露骨的暧昧开场白。
v9-d4-2102,成人刺激,大冒险,自信展示,否,v9-expansion,用三个词宣传你在纪念日场景中最有魅力的特点。
v9-d4-2103,成人刺激,大冒险,约会表演,否,v9-expansion,表演十五秒“第一次单独喝咖啡”的约会场景，不发生身体接触。
v9-d4-2104,成人刺激,大冒险,物品演绎,否,v9-expansion,让钥匙代表“主动”，灯代表“克制”，演示一段十秒对话。
v9-d4-2105,成人刺激,大冒险,情境设计,否,v9-expansion,为一场“重新开始约会”约会设计背景音乐，并用一句话说明理由。
v9-d4-2106,成人刺激,大冒险,深夜节目,否,v9-expansion,以匿名听众身份，用一句话咨询“怎样面对身体不自信”。
v9-d4-2107,成人刺激,大冒险,互动挑战,是,v9-expansion,选一位自愿玩家，用一句不评价身体的方式称赞对方的成熟感。
v9-d4-2108,成人刺激,大冒险,同意表达,否,v9-expansion,模拟对方拒绝拍合照后，你怎样成熟回应。
v9-d4-2109,成人刺激,大冒险,立场快答,否,v9-expansion,用一句话回答：“立即解决争吵是否比先冷静更重要？”
v9-d4-2110,成人刺激,大冒险,暧昧台词,否,v9-expansion,用成熟克制风格说一句不露骨的暧昧开场白。
v9-d4-2111,成人刺激,大冒险,自信展示,否,v9-expansion,为自己设计一句私人影院风格的成人约会个人简介。
v9-d4-2112,成人刺激,大冒险,约会表演,否,v9-expansion,用旁白介绍一场“正式晚餐后续摊”主题的成年人约会。
v9-d4-2113,成人刺激,大冒险,物品演绎,否,v9-expansion,让书代表“主动”，椅子代表“克制”，演示一段十秒对话。
v9-d4-2114,成人刺激,大冒险,情境设计,否,v9-expansion,为一场“秘密关系摊牌”约会设计穿搭主题，并用一句话说明理由。
v9-d4-2115,成人刺激,大冒险,深夜节目,否,v9-expansion,以匿名听众身份，用一句话咨询“怎样讨论亲密频率”。
v9-d4-2116,成人刺激,大冒险,互动挑战,是,v9-expansion,与一位自愿玩家各说一句“理想约会必须有音乐”，看是否一致。
v9-d4-2117,成人刺激,大冒险,同意表达,否,v9-expansion,用十秒解释为什么讨论过去经历需要双方明确确认。
v9-d4-2118,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“刺激”做一次十五秒成年人约会立场陈述。
v9-d4-2119,成人刺激,大冒险,暧昧台词,否,v9-expansion,把“今晚很高兴见到你”改成一句旅行邂逅式台词。
v9-d4-2120,成人刺激,大冒险,自信展示,否,v9-expansion,完成十秒正式晚宴主题走秀，不要求任何身体接触。
v9-d4-2121,成人刺激,大冒险,约会表演,否,v9-expansion,模拟一次“暧昧关系摊牌”，结尾必须主动确认对方是否舒适。
v9-d4-2122,成人刺激,大冒险,物品演绎,否,v9-expansion,让帽子代表“主动”，纸盒代表“克制”，演示一段十秒对话。
v9-d4-2123,成人刺激,大冒险,情境设计,否,v9-expansion,把身边一个普通物品包装成“纪念日”约会中的无酒精饮品。
v9-d4-2124,成人刺激,大冒险,深夜节目,否,v9-expansion,假装你是成人关系节目主持人，用十五秒回答：“怎样面对身体不自信？”
v9-d4-2125,成人刺激,大冒险,互动挑战,是,v9-expansion,请一位自愿玩家和你完成十秒“秘密即将揭晓”无接触对话。
v9-d4-2126,成人刺激,大冒险,同意表达,否,v9-expansion,用十秒解释为什么一起过夜需要双方明确确认。
v9-d4-2127,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“慢热”做一次十五秒成年人约会立场陈述。
v9-d4-2128,成人刺激,大冒险,暧昧台词,否,v9-expansion,为虚构角色设计一句成熟克制风格的约会邀请。
v9-d4-2129,成人刺激,大冒险,自信展示,否,v9-expansion,完成十秒纪念日主题走秀，不要求任何身体接触。
v9-d4-2130,成人刺激,大冒险,约会表演,否,v9-expansion,表演十五秒“前任意外重逢”的约会场景，不发生身体接触。
v9-d4-2131,成人刺激,大冒险,物品演绎,否,v9-expansion,用抱枕和镜子摆出一张成人爱情电影海报。
v9-d4-2132,成人刺激,大冒险,情境设计,否,v9-expansion,在十秒内为“关系修复”挑选最合适的穿搭主题。
v9-d4-2133,成人刺激,大冒险,深夜节目,否,v9-expansion,用电台主播语气读出一条关于“如何表达需要个人空间”的安全提醒。
v9-d4-2134,成人刺激,大冒险,互动挑战,是,v9-expansion,选一位自愿玩家，用一句不评价身体的方式称赞对方的表达方式。
v9-d4-2135,成人刺激,大冒险,同意表达,否,v9-expansion,用一句自然的话演示：在拍摄私人照片之前如何询问同意。
v9-d4-2136,成人刺激,大冒险,立场快答,否,v9-expansion,让大家投票决定你支持“完全坦白”还是“保留空间”，然后为结果辩护。
v9-d4-2137,成人刺激,大冒险,暧昧台词,否,v9-expansion,用旅行邂逅风格说一句不露骨的暧昧开场白。
v9-d4-2138,成人刺激,大冒险,自信展示,否,v9-expansion,用三个词宣传你在私人影院场景中最有魅力的特点。
v9-d4-2139,成人刺激,大冒险,约会表演,否,v9-expansion,模拟一次“朋友突然告白”，结尾必须主动确认对方是否舒适。
v9-d4-2140,成人刺激,大冒险,物品演绎,否,v9-expansion,让纸杯代表“主动”，行李箱代表“克制”，演示一段十秒对话。
v9-d4-2141,成人刺激,大冒险,情境设计,否,v9-expansion,把身边一个普通物品包装成“异地见面”约会中的开场对白。
v9-d4-2142,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“怎样面对身体不自信”的深夜播客设计标题和开场白。
v9-d4-2143,成人刺激,大冒险,互动挑战,是,v9-expansion,请一位自愿玩家和你完成十秒“决定保持距离”无接触对话。
v9-d4-2144,成人刺激,大冒险,同意表达,否,v9-expansion,用一句自然的话演示：在牵手之前如何询问同意。
v9-d4-2145,成人刺激,大冒险,立场快答,否,v9-expansion,在“共同社交圈”和“各自朋友圈”之间选择一个，并用十秒说明理由。
v9-d4-2146,成人刺激,大冒险,暧昧台词,否,v9-expansion,把“今晚很高兴见到你”改成一句久别重逢式台词。
v9-d4-2147,成人刺激,大冒险,自信展示,否,v9-expansion,为自己设计一句深夜电台封面风格的成人约会个人简介。
v9-d4-2148,成人刺激,大冒险,约会表演,否,v9-expansion,模拟一次“前任意外重逢”，结尾必须主动确认对方是否舒适。
v9-d4-2149,成人刺激,大冒险,物品演绎,否,v9-expansion,用抱枕和纸盒摆出一张成人爱情电影海报。
v9-d4-2150,成人刺激,大冒险,情境设计,否,v9-expansion,把身边一个普通物品包装成“久别重逢”约会中的灯光。
v9-d4-2151,成人刺激,大冒险,深夜节目,否,v9-expansion,用电台主播语气读出一条关于“怎么拒绝又不伤人”的安全提醒。
v9-d4-2152,成人刺激,大冒险,互动挑战,是,v9-expansion,与一位自愿玩家各说一句“理想约会必须有回家报平安”，看是否一致。
v9-d4-2153,成人刺激,大冒险,同意表达,否,v9-expansion,用十秒解释为什么拥抱需要双方明确确认。
v9-d4-2154,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“共同社交圈”做一次十五秒成年人约会立场陈述。
v9-d4-2155,成人刺激,大冒险,暧昧台词,否,v9-expansion,用深夜电台风格说一句不露骨的暧昧开场白。
v9-d4-2156,成人刺激,大冒险,自信展示,否,v9-expansion,为自己设计一句复古酒吧风格的成人约会个人简介。
v9-d4-2157,成人刺激,大冒险,约会表演,否,v9-expansion,模拟一次“久别后重新认识”，结尾必须主动确认对方是否舒适。
v9-d4-2158,成人刺激,大冒险,物品演绎,否,v9-expansion,用外套和纸盒摆出一张成人爱情电影海报。
v9-d4-2159,成人刺激,大冒险,情境设计,否,v9-expansion,在十秒内为“异地见面”挑选最合适的灯光。
v9-d4-2160,成人刺激,大冒险,深夜节目,否,v9-expansion,假装你是成人关系节目主持人，用十五秒回答：“如何表达需要个人空间？”
v9-d4-2161,成人刺激,大冒险,互动挑战,是,v9-expansion,请一位自愿玩家和你完成十秒“暧昧即将确认”无接触对话。
v9-d4-2162,成人刺激,大冒险,同意表达,否,v9-expansion,用十秒解释为什么公开关系需要双方明确确认。
v9-d4-2163,成人刺激,大冒险,立场快答,否,v9-expansion,用一句话回答：“经常报备是否比保持独立更重要？”
v9-d4-2164,成人刺激,大冒险,暧昧台词,否,v9-expansion,用久别重逢语气说一句“我想再了解你一点”。
v9-d4-2165,成人刺激,大冒险,自信展示,否,v9-expansion,摆出一个适合成年人爱情电影海报的自信姿势，保持五秒。
v9-d4-2166,成人刺激,大冒险,约会表演,否,v9-expansion,用旁白介绍一场“深夜散步告别”主题的成年人约会。
v9-d4-2167,成人刺激,大冒险,物品演绎,否,v9-expansion,让帽子代表“主动”，另一只抱枕代表“克制”，演示一段十秒对话。
v9-d4-2168,成人刺激,大冒险,情境设计,否,v9-expansion,为虚构情侣的“纪念日”安排一个尊重边界的座位距离。
v9-d4-2169,成人刺激,大冒险,深夜节目,否,v9-expansion,以匿名听众身份，用一句话咨询“什么时候适合确认关系”。
v9-d4-2170,成人刺激,大冒险,互动挑战,是,v9-expansion,与一位自愿玩家各说一句“理想约会必须有手机静音”，看是否一致。
v9-d4-2171,成人刺激,大冒险,同意表达,否,v9-expansion,演示一次对升级亲密程度说“不”，同时保持尊重和清晰。
v9-d4-2172,成人刺激,大冒险,立场快答,否,v9-expansion,用一句话回答：“稳定是否比刺激更重要？”
v9-d4-2173,成人刺激,大冒险,暧昧台词,否,v9-expansion,为虚构角色设计一句优雅绅士风格的约会邀请。
v9-d4-2174,成人刺激,大冒险,自信展示,否,v9-expansion,用三个词宣传你在约会软件头像场景中最有魅力的特点。
v9-d4-2175,成人刺激,大冒险,约会表演,否,v9-expansion,模拟一次“约会后送对方回家”，结尾必须主动确认对方是否舒适。
v9-d4-2176,成人刺激,大冒险,物品演绎,否,v9-expansion,用书和笔摆出一张成人爱情电影海报。
v9-d4-2177,成人刺激,大冒险,情境设计,否,v9-expansion,为一场“成年人第一次约会”约会设计座位距离，并用一句话说明理由。
v9-d4-2178,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“如何表达需要个人空间”的深夜播客设计标题和开场白。
v9-d4-2179,成人刺激,大冒险,互动挑战,是,v9-expansion,与一位自愿玩家各说一句“理想约会必须有坦诚”，看是否一致。
v9-d4-2180,成人刺激,大冒险,同意表达,否,v9-expansion,用十秒解释为什么分享私密信息需要双方明确确认。
v9-d4-2181,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“长期承诺”做一次十五秒成年人约会立场陈述。
v9-d4-2182,成人刺激,大冒险,暧昧台词,否,v9-expansion,把“今晚很高兴见到你”改成一句复古爱情片式台词。
v9-d4-2183,成人刺激,大冒险,自信展示,否,v9-expansion,完成十秒周末度假主题走秀，不要求任何身体接触。
v9-d4-2184,成人刺激,大冒险,约会表演,否,v9-expansion,用旁白介绍一场“异地重逢”主题的成年人约会。
v9-d4-2185,成人刺激,大冒险,物品演绎,否,v9-expansion,用水瓶和行李箱摆出一张成人爱情电影海报。
